YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,ITALY,EUROPEAN UNION,Coffee equivalents,1912837.48,663.099
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,ITALY,EUROPEAN UNION,Coffee equivalents,2034143,853.32
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,JAPAN,JAPAN,Coffee equivalents,91430.62,18.975
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,LATVIA,EUROPEAN UNION,Coffee equivalents,110819.62,37.95
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,LATVIA,EUROPEAN UNION,Coffee equivalents,139033.2,56.925
2013,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,MEXICO,MEXICO,Coffee equivalents,257400,151.8
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,MEXICO,MEXICO,Coffee equivalents,300000.09,255
2015,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,MEXICO,MEXICO,Coffee equivalents,456300,283.972
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,MEXICO,MEXICO,Coffee equivalents,553675,335.34
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,190935,41.336
2016,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,434780.63,140.825
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,61020,20.573
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,184500,82.262
2013,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,POLAND,EUROPEAN UNION,Coffee equivalents,1062496.87,398.475
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,POLAND,EUROPEAN UNION,Coffee equivalents,794686.88,170.775
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,POLAND,EUROPEAN UNION,Coffee equivalents,559886.25,208.725
2013,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,PORTUGAL,EUROPEAN UNION,Coffee equivalents,47788.12,18.975
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,PORTUGAL,EUROPEAN UNION,Coffee equivalents,152802,53.82
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,PORTUGAL,EUROPEAN UNION,Coffee equivalents,366403.12,132.825
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,PORTUGAL,EUROPEAN UNION,Coffee equivalents,95658.8,37.95
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SINGAPORE,SINGAPORE,Coffee equivalents,48056.2,18.975
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,187522.88,39.308
2016,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,2729955.38,907.002
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,2388444.72,906.622
2013,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SPAIN,EUROPEAN UNION,Coffee equivalents,47788.12,18.975
2016,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SPAIN,EUROPEAN UNION,Coffee equivalents,209914.5,114.473
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SPAIN,EUROPEAN UNION,Coffee equivalents,728702.75,488.718
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SPAIN,EUROPEAN UNION,Coffee equivalents,47970,20.513
2013,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SWEDEN,EUROPEAN UNION,Coffee equivalents,381307.5,143.841
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SWEDEN,EUROPEAN UNION,Coffee equivalents,904725,246.516
2015,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SWEDEN,EUROPEAN UNION,Coffee equivalents,2475000,864.796
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SWEDEN,EUROPEAN UNION,Coffee equivalents,1844235,678.549
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,SWEDEN,EUROPEAN UNION,Coffee equivalents,1214235,514.545
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,TAIWAN,TAIWAN,Coffee equivalents,81675,17.25
2015,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,TAIWAN,TAIWAN,Coffee equivalents,60101.25,18.975
2013,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,94173.76,37.95
2015,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,854887.5,308.705
2016,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,120579.38,39.528
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,871520.6,389.219
2013,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,3204416.29,1488
2014,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,1371810,398.475
2015,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,4362709.12,1625.64
2016,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,12138493.13,4222.694
2017,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,5928013.72,2159.399
2018,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,5253508.1,2364.63
2016,PERU,PAITA,CIA.INTERNACIONAL DEL CAFE S.A.C.,CIA.INTERNACIONAL DEL CAFE S.A.C.,VIETNAM,VIETNAM,Coffee equivalents,20347.83,31.316
2018,PERU,PAITA,COATI MUNDO E I R L,COATI MUNDO E I R L,BELGIUM,EUROPEAN UNION,Coffee equivalents,17730,2.15
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,BELGIUM,EUROPEAN UNION,Coffee equivalents,1933421.53,682.986
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,BELGIUM,EUROPEAN UNION,Coffee equivalents,10670267.25,2737.23
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,BELGIUM,EUROPEAN UNION,Coffee equivalents,314632.5,96.63
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,BELGIUM,EUROPEAN UNION,Coffee equivalents,2612528.65,810.7
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,BELGIUM,EUROPEAN UNION,Coffee equivalents,4804915.39,1557.25
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,BELGIUM,EUROPEAN UNION,Coffee equivalents,5214042,2084.145
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,CANADA,CANADA,Coffee equivalents,92381.25,34.5
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,CANADA,CANADA,Coffee equivalents,320767.5,74.175
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,CANADA,CANADA,Coffee equivalents,104550,34.5
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,CANADA,CANADA,Coffee equivalents,1380427.42,415.725
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,CANADA,CANADA,Coffee equivalents,1299583.72,396.75
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,CANADA,CANADA,Coffee equivalents,389430.8,132.825
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,COLOMBIA,COLOMBIA,Coffee equivalents,1962375,845.25
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,COLOMBIA,COLOMBIA,Coffee equivalents,27000,17.25
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,DENMARK,EUROPEAN UNION,Coffee equivalents,223132.5,62.1
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,DENMARK,EUROPEAN UNION,Coffee equivalents,731656.65,340.885
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,DENMARK,EUROPEAN UNION,Coffee equivalents,1298862.8,610.768
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Coffee equivalents,43725,36.57
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,FRANCE,EUROPEAN UNION,Coffee equivalents,3823802.62,1331.61
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,FRANCE,EUROPEAN UNION,Coffee equivalents,6234180,1580.1
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,FRANCE,EUROPEAN UNION,Coffee equivalents,786391.5,262.24
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,FRANCE,EUROPEAN UNION,Coffee equivalents,352260,103.47
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,FRANCE,EUROPEAN UNION,Coffee equivalents,367743.37,124.1
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,FRANCE,EUROPEAN UNION,Coffee equivalents,696937,310.5
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GERMANY,EUROPEAN UNION,Coffee equivalents,54533738.8,19331.828
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GERMANY,EUROPEAN UNION,Coffee equivalents,38512625.61,9139.623
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GERMANY,EUROPEAN UNION,Coffee equivalents,13420414.94,4532.975
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,GERMANY,EUROPEAN UNION,Coffee equivalents,6949056.72,2019.495
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,GERMANY,EUROPEAN UNION,Coffee equivalents,6699512.82,1981.365
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GERMANY,EUROPEAN UNION,Coffee equivalents,9005153.44,3242.88
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GREECE,EUROPEAN UNION,Coffee equivalents,58572.75,20.01
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GREECE,EUROPEAN UNION,Coffee equivalents,1946401.09,455.264
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GREECE,EUROPEAN UNION,Coffee equivalents,283497.75,101.815
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,GREECE,EUROPEAN UNION,Coffee equivalents,68850,20.7
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,GREECE,EUROPEAN UNION,Coffee equivalents,577242,264.95
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,INDIA,INDIA,Coffee equivalents,337500,345
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,IRELAND,EUROPEAN UNION,Coffee equivalents,309412.41,94.875
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,IRELAND,EUROPEAN UNION,Coffee equivalents,142972.5,56.925
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,ITALY,EUROPEAN UNION,Coffee equivalents,833670,269.1
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,ITALY,EUROPEAN UNION,Coffee equivalents,3134070,873.195
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,ITALY,EUROPEAN UNION,Coffee equivalents,1458037.5,478.23
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,ITALY,EUROPEAN UNION,Coffee equivalents,1035284.24,313.92
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,ITALY,EUROPEAN UNION,Coffee equivalents,2489197.5,823.17
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,ITALY,EUROPEAN UNION,Coffee equivalents,692047,276.69
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,133591.89,41.382
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,92700,20.7
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,66780,20.7
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,930648.75,288.225
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,1092649.01,370.715
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,1148355,434.7
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,NORWAY,NORWAY,Coffee equivalents,203089.27,58.995
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,PANAMA,PANAMA,Coffee equivalents,2090590.5,665.62
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,PANAMA,PANAMA,Coffee equivalents,578200,189.98
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,PANAMA,PANAMA,Coffee equivalents,1251226,588.202
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,POLAND,EUROPEAN UNION,Coffee equivalents,289125,103.5
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,POLAND,EUROPEAN UNION,Coffee equivalents,1135365,265.65
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,547181.68,165.54
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,1636895.06,608.462
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SPAIN,EUROPEAN UNION,Coffee equivalents,538290,165.6
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SPAIN,EUROPEAN UNION,Coffee equivalents,89505,20.7
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,SPAIN,EUROPEAN UNION,Coffee equivalents,191235,94.875
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SPAIN,EUROPEAN UNION,Coffee equivalents,186322.5,82.8
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SWEDEN,EUROPEAN UNION,Coffee equivalents,7209008.58,2304.452
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SWEDEN,EUROPEAN UNION,Coffee equivalents,5072851.98,1262.634
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SWEDEN,EUROPEAN UNION,Coffee equivalents,2470524,741.96
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,SWEDEN,EUROPEAN UNION,Coffee equivalents,275400,82.74
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,SWEDEN,EUROPEAN UNION,Coffee equivalents,2869451.1,889.75
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,SWEDEN,EUROPEAN UNION,Coffee equivalents,877635,351.9
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,999940.84,327.686
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,2183805,496.8
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,166191,60.395
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,1044316.34,303.6
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,1003632.7,305.325
2013,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED STATES,UNITED STATES,Coffee equivalents,9858935.51,4899
2014,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED STATES,UNITED STATES,Coffee equivalents,7764697.5,3205.05
2015,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED STATES,UNITED STATES,Coffee equivalents,5378865,1785.375
2016,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,UNITED STATES,UNITED STATES,Coffee equivalents,9293204.21,3261.975
2017,PERU,PAITA,COMERCIO  CIA S.A,COMERCIO  CIA S.A,UNITED STATES,UNITED STATES,Coffee equivalents,8108475.22,3195.045
2018,PERU,PAITA,COMERCIO & CIA S.A,COMERCIO & CIA S.A,UNITED STATES,UNITED STATES,Coffee equivalents,6273426.09999999,2585.43
2016,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,AUSTRALIA,AUSTRALIA,Coffee equivalents,85559.9,18.216
2018,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,BELGIUM,EUROPEAN UNION,Coffee equivalents,81305.2,18.975
2017,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,41832.45,7.59
2015,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,72192.89,19.113
2016,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,89765.73,18.009
2018,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,352662.9,90.735
2014,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,UNITED STATES,UNITED STATES,Coffee equivalents,108324.74,18.768
2015,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,UNITED STATES,UNITED STATES,Coffee equivalents,149067.28,38.295
2016,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,UNITED STATES,UNITED STATES,Coffee equivalents,162922.38,38.433
2018,PERU,PAITA,COMPANIA ADMINISTRADORA Y INVERSORA PACI,COMPANIA ADMINISTRADORA Y INVERSORA PACI,UNITED STATES,UNITED STATES,Coffee equivalents,53640.9,11.73
2016,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,134368.34,39.33
2014,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,BELGIUM,EUROPEAN UNION,Coffee equivalents,191926.52,37.95
2015,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,BELGIUM,EUROPEAN UNION,Coffee equivalents,219049.06,62.06
2017,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,BELGIUM,EUROPEAN UNION,Coffee equivalents,58565.19,18.975
2018,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,BELGIUM,EUROPEAN UNION,Coffee equivalents,63889.3,20.6998
2014,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,CANADA,CANADA,Coffee equivalents,476155.99,94.875
2015,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,CANADA,CANADA,Coffee equivalents,83034.8,19.32
2017,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,CANADA,CANADA,Coffee equivalents,118195.22,38.295
2018,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,CANADA,CANADA,Coffee equivalents,59630,19.32
2013,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,232739.62,62.1
2014,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,944428.49,179.42
2015,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,1402783.14,366.16
2016,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,1198227.67,316.86456
2017,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,502282.02,153.18
2018,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,244909.4,79.3494
2013,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,IRELAND,EUROPEAN UNION,Coffee equivalents,66931.66,18.975
2014,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,IRELAND,EUROPEAN UNION,Coffee equivalents,89819.62,18.975
2015,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,IRELAND,EUROPEAN UNION,Coffee equivalents,225894.35,56.925
2016,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,IRELAND,EUROPEAN UNION,Coffee equivalents,140347.32,37.95
2017,PERU,PAITA,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,IRELAND,EUROPEAN UNION,Coffee equivalents,117130.4,37.94961
