YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,BEEF_EQUIVALENT_TONNES
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,EUROMEAT,EUROMEAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,198259.05,74.1261459996058
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,EUROMEAT,EUROMEAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,248497.68,64.5234554462096
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,FAISAL AL NUSIF TRADING CO LLC,FAISAL AL NUSIF TRADING CO LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Beef equivalents,152738.8,33.089621601708
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,FILS B D CHAWA CO,FILS B D CHAWA CO,LEBANON,LEBANON,Beef equivalents,86136.87,37.1027399838318
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,FORSAN FOOD AND CONSUMER PRODUCT,FORSAN FOOD AND CONSUMER PRODUCT,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Beef equivalents,60363.59,16.3543818263152
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,GEFEST,GEFEST,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,87510.4,34.3103490153973
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,GLOBAL TRADING NETWORK JOINT STOCK CO,GLOBAL TRADING NETWORK JOINT STOCK CO,VIETNAM,VIETNAM,Beef equivalents,86147.28,26.76401
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,G OCEAN INTL CO LTD,G OCEAN INTL CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,100916.44,37.0652553702045
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HABRECO,HABRECO,LEBANON,LEBANON,Beef equivalents,63738.39,17.0219538340016
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HAIPHONG TRADING IMP EXP AND SERVS JOINT STOCK COMP,HAIPHONG TRADING IMP EXP AND SERVS JOINT STOCK COMP,VIETNAM,VIETNAM,Beef equivalents,940809.3,337.325369415364
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HARPER SHIPPING LTD,HARPER SHIPPING LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,206845.74,74.1937994820551
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HARPER SHIPPING LTD,HARPER SHIPPING LTD,VIETNAM,VIETNAM,Beef equivalents,104126.87,37.0547141093968
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HATTON INTL LTD,HATTON INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,103044.54,37.0396022237858
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HFG ASIA,HFG ASIA,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,104969.28,37.066010278205
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HIGH LINK LOGISTICS CO LTD,HIGH LINK LOGISTICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,213975.72,74.1273950292067
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HIJAZI AND GHOSHEH CO,HIJAZI AND GHOSHEH CO,JORDAN,JORDAN,Beef equivalents,324310.23,101.421711441092
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HIJAZI AND GHOSHEH CO,HIJAZI AND GHOSHEH CO,JORDAN,JORDAN,Beef equivalents,1690069.25,564.521204780091
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HIJAZI AND GHOSHEH CO,HIJAZI AND GHOSHEH CO,JORDAN,JORDAN,Beef equivalents,1054240,372.270060760823
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,HOANG CAU TRADING JOINT STOCK CO,HOANG CAU TRADING JOINT STOCK CO,VIETNAM,VIETNAM,Beef equivalents,205513.11,74.115481208398
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,IFS INTL FOOD SUPPLY LLC,IFS INTL FOOD SUPPLY LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,50999,26.09236561901
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,INDIVIDUALNI PREDPRINIMETAL IVANOV YURII,INDIVIDUALNI PREDPRINIMETAL IVANOV YURII,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,90442.69,34.5858355331981
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,INDIVIDUALNI PREDPRINIMETAL IVANOV YURII,INDIVIDUALNI PREDPRINIMETAL IVANOV YURII,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,149086,74.1116105891952
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,INDIVIDUALNIY PREDPRINIMATEL JZHENYKH,INDIVIDUALNIY PREDPRINIMATEL JZHENYKH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,74133.65,37.0644592854039
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,INDIVIDUALNIY PREDPRINIMATEL JZHENYKH,INDIVIDUALNIY PREDPRINIMATEL JZHENYKH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,220133,74.1355617612126
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,INTERFOOD,INTERFOOD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,2961743.49,1087.15285284726
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ISLAMIC INTL ARAB BANK,ISLAMIC INTL ARAB BANK,JORDAN,JORDAN,Beef equivalents,137019.8,37.0459846277904
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,JAGUAR LOGS CO LTD,JAGUAR LOGS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,1170807.53,416.041122723113
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,JAGUAR LOGS CO LTD,JAGUAR LOGS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,186733.1,73.9074148378464
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,JAWAHER AFRICA FOR FOOD IMP,JAWAHER AFRICA FOR FOOD IMP,LIBYA,LIBYA,Beef equivalents,397263.65,197.19599730687
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,JAWHARA BLUDAN GRAL TRADING CO,JAWHARA BLUDAN GRAL TRADING CO,IRAQ,IRAQ,Beef equivalents,183515.39,73.9937076851093
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,JAWHARA BLUDAN GRAL TRADING CO,JAWHARA BLUDAN GRAL TRADING CO,IRAQ,IRAQ,Beef equivalents,106752.76,37.0387786877852
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,JOHN AND LEE INTL LTD,JOHN AND LEE INTL LTD,VIETNAM,VIETNAM,Beef equivalents,218856.68,74.1426716220178
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,JOINT STOCK CO,JOINT STOCK CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,132323.92,65.1267779202491
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KAYLANI FOOD CENTER,KAYLANI FOOD CENTER,JORDAN,JORDAN,Beef equivalents,677783.92,202.104518931246
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KAYLANI FOOD CENTER,KAYLANI FOOD CENTER,JORDAN,JORDAN,Beef equivalents,310801.79,83.1498632933802
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KMPTRADE,KMPTRADE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,103624,35.7711783500617
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KMPZ BALTPROMMYASO,KMPZ BALTPROMMYASO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,165075.78,71.8178981203241
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KMPZ BALTPROMMYASO,KMPZ BALTPROMMYASO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,117499.31,74.1297146556084
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KROMEKSPON,KROMEKSPON,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,651934.59,255.366064666851
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KROMEKSPON,KROMEKSPON,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,845733.77,296.660932308137
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,KUWAIT FOOD COMPANY,KUWAIT FOOD COMPANY,KUWAIT,KUWAIT,Beef equivalents,182733.62,111.161205049788
2014,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LEAR PRODUCT,LEAR PRODUCT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,98123.49,33.8330961774496
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LEAR PRODUCT,LEAR PRODUCT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,177527.43,68.4929264203016
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LEMAX GLOBAL INTL LTD,LEMAX GLOBAL INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,75266.86,37.0675063686061
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LIAN JIN GLOBAL INTL CO LTD,LIAN JIN GLOBAL INTL CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,84336.64,33.8698258830764
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LIANTA LOGISTICS CO LTD,LIANTA LOGISTICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,3184620.59,1203.4557088376
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LIANTA LOGISTICS CO LTD,LIANTA LOGISTICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,3094142.51,1088.29972891822
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LIANTA LOGISTICS CO LTD,LIANTA LOGISTICS CO LTD,VIETNAM,VIETNAM,Beef equivalents,209691.34,74.1258852132056
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LLC BSC UI GVARDEJSKAYA 30 RIBNOJE GURJEVSKIY DISTRICT,LLC BSC UI GVARDEJSKAYA 30 RIBNOJE GURJEVSKIY DISTRICT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,77345.83,37.0299531269788
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LLC PIT,LLC PIT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,329324.09,148.692801405932
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LONG GIANG INVESTMENT IMP EXP JOINT STOCK CO,LONG GIANG INVESTMENT IMP EXP JOINT STOCK CO,VIETNAM,VIETNAM,Beef equivalents,131166.03,37.0745613270113
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LONG GIANG INVESTMENT IMP EXP JOINT STOCK CO,LONG GIANG INVESTMENT IMP EXP JOINT STOCK CO,VIETNAM,VIETNAM,Beef equivalents,98157.48,37.061892598202
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,LUBA MEAT LTD INN,LUBA MEAT LTD INN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,145597.94,37.0642396758037
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MAHMOUD ALAYYAT AND SONS,MAHMOUD ALAYYAT AND SONS,JORDAN,JORDAN,Beef equivalents,2386685.06,740.993728442263
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MAHMOUD ALAYYAT AND SONS,MAHMOUD ALAYYAT AND SONS,JORDAN,JORDAN,Beef equivalents,924957.3,303.118031028041
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MAI HOA CO,MAI HOA CO,VIETNAM,VIETNAM,Beef equivalents,96711.27,37.057733741399
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MARR RUSSIA,MARR RUSSIA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,551666.88,259.463156269836
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MARR RUSSIA,MARR RUSSIA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1040430.46,481.712436372559
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MARR RUSSIA,MARR RUSSIA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,3886916.05,1529.75818614093
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MEATPOINT,MEATPOINT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,57889.75,37.0601631726008
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MEATPOINT,MEATPOINT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,193448.9,74.332359414156
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MEAT TRANSIT,MEAT TRANSIT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,105837.11,37.0784731230141
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MINERVA FOODS CHILE S P A,MINERVA FOODS CHILE S P A,CHILE,CHILE,Beef equivalents,925402.39,268.816864439051
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MIRATORG ZAPAD,MIRATORG ZAPAD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,75259.47,36.3691341144973
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MIRATORG ZAPAD,MIRATORG ZAPAD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,165244.2,85.3458769413801
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MIRATORG ZAPAD,MIRATORG ZAPAD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,2739648.56,1201.05560924305
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MITTRED LLC,MITTRED LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,111226.92,35.1853971928349
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,MTV KHAI HOAN CO LTD,MTV KHAI HOAN CO LTD,VIETNAM,VIETNAM,Beef equivalents,324669.35,148.289557003239
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,NABIL INTL S A,NABIL INTL S A,JORDAN,JORDAN,Beef equivalents,208950.62,111.219689831431
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,NICOLE STAR LOGISTICS CO LTD,NICOLE STAR LOGISTICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,392684.4,148.283943232835
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,NIMFA PLUS,NIMFA PLUS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,218819.13,74.1424657380177
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,NIMFA PLUS,NIMFA PLUS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,370338.53,186.287713954923
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OAO KALININGRADSKY TARNIY KOMBINAT,OAO KALININGRADSKY TARNIY KOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,506563.36,222.404804876437
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OAO KALININGRADSKY TARNIY KOMBINAT,OAO KALININGRADSKY TARNIY KOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,177437.19,74.1090301763933
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OAO KMPZ DEYMA,OAO KMPZ DEYMA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,84436.63,37.0702652142081
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OAO VELIKOLUKSKY MIASOKOMBINAT,OAO VELIKOLUKSKY MIASOKOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,174318.84,68.6576473460216
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OAO VELIKOLUKSKY MIASOKOMBINAT,OAO VELIKOLUKSKY MIASOKOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,106191.31,37.0731201390102
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OAO VELIKOLUKSKY MIASOKOMBINAT,OAO VELIKOLUKSKY MIASOKOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,200537.58,74.1201890892014
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OBESAR EST FOR TRADE BEDROS SETRAG JOULFAYIAN,OBESAR EST FOR TRADE BEDROS SETRAG JOULFAYIAN,LEBANON,LEBANON,Beef equivalents,162108.26,74.1396108132156
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OBESAR EST FOR TRADE BEDROS SETRAG JOULFAYIAN,OBESAR EST FOR TRADE BEDROS SETRAG JOULFAYIAN,LEBANON,LEBANON,Beef equivalents,407914.73,148.365432120094
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ONEYAO INTL CO LTD,ONEYAO INTL CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,101158.46,38.713041102605
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO AISBERG,OOO AISBERG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,42286.55,26.99053
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO ALMERA,OOO ALMERA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,29140.8,16.4737808208022
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO ARGO TERMINAL SERV,OOO ARGO TERMINAL SERV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,108064.82,37.0731201390102
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO INTERPRODRESURS,OOO INTERPRODRESURS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,31722.26,17.8365544689951
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO MASTERPLAST INN,OOO MASTERPLAST INN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,225037.27,106.864941265058
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO MASTERPLAST INN,OOO MASTERPLAST INN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,472692.39,252.937360921881
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO MEAT FABRIQUE,OOO MEAT FABRIQUE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,864719.14,418.834474483548
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO MEAT FABRIQUE,OOO MEAT FABRIQUE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,417156.86,205.085746704618
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO MIRATORG,OOO MIRATORG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,324431.12,137.272992392812
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO PRODUKTY PITANIA KOMBINAT,OOO PRODUKTY PITANIA KOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,455730.82,211.995639243253
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO PRODUKTY PITANIA KOMBINAT,OOO PRODUKTY PITANIA KOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,277008.34,185.728093791315
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO PRODUKTY PITANIA KOMBINAT,OOO PRODUKTY PITANIA KOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,234307.54,111.250503803453
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO PRODUKTY PITANIA KOMBINAT,OOO PRODUKTY PITANIA KOMBINAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,177116.46,74.1312381972095
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO SOVEREN,OOO SOVEREN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,84442.73,37.07281817581
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO TD REZERVNO,OOO TD REZERVNO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,235517.13,122.296564728301
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OOO TD REZERVNO,OOO TD REZERVNO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,373963.57,148.314743479257
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,OPT TORG,OPT TORG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,72922.3,37.0602455262008
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,PALLADA MEAT CO,PALLADA MEAT CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,165214.97,66.0389263945137
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,PALLADA MEAT CO,PALLADA MEAT CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,120473.1,37.0691259894073
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,PHONG VUONG LTD CO,PHONG VUONG LTD CO,VIETNAM,VIETNAM,Beef equivalents,385869.25,148.336361299273
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,PIONER CO,PIONER CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,95864.67,37.0533552749958
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,PIONER CO,PIONER CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,931621.47,333.610508321457
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,PO LUN SHIPPING HK CO LTD,PO LUN SHIPPING HK CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,326443.77,111.231562475439
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,QALAT ALGHETHAA FOR TRADING FOOD CO,QALAT ALGHETHAA FOR TRADING FOOD CO,JORDAN,JORDAN,Beef equivalents,1359484.68,404.242953820118
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,QALAT ALGHETHAA FOR TRADING FOOD CO,QALAT ALGHETHAA FOR TRADING FOOD CO,JORDAN,JORDAN,Beef equivalents,355688.35,101.017218008798
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,QUANG ANH TRADING IMP EXP AND PRODUCTION CO LTD,QUANG ANH TRADING IMP EXP AND PRODUCTION CO LTD,VIETNAM,VIETNAM,Beef equivalents,134330.92,37.0538493965962
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,QUANG BINH IMP AND EXP JOINT STOCK CO,QUANG BINH IMP AND EXP JOINT STOCK CO,VIETNAM,VIETNAM,Beef equivalents,719306.82,259.433975644215
