YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COTTON_EQUIVALENT_TONNES
2016,ARGENTINA,BAHIA BLANCA,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,BRAZIL,BRAZIL,Cotton equivalents,102163.8,498.36
2013,ARGENTINA,BAHIA BLANCA,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,SPAIN,EUROPEAN UNION,Cotton equivalents,20033.2,91.06
2013,ARGENTINA,BAHIA BLANCA,COINGRA S A,COINGRA S A,CHILE,CHILE,Cotton equivalents,53087.4,196.62
2014,ARGENTINA,BAHIA BLANCA,COINGRA S A,COINGRA S A,CHILE,CHILE,Cotton equivalents,385216.25,1825.88
2015,ARGENTINA,BAHIA BLANCA,COINGRA S A,COINGRA S A,CHILE,CHILE,Cotton equivalents,10066,100.66
2014,ARGENTINA,BAHIA BLANCA,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,33915,173.202898550725
2016,ARGENTINA,BARRANQUERAS,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,12510.59,150.73
2017,ARGENTINA,BARRANQUERAS,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,2625,25
2017,ARGENTINA,BERNARDO DE YRIGOYEN,MINERA DEL NORTE S A,MINERA DEL NORTE S A,BRAZIL,BRAZIL,Cotton equivalents,6868,74
2018,ARGENTINA,BUENOS AIRES,AGROGANADERA MARTIN HERMANOS SA,AGROGANADERA MARTIN HERMANOS SA,TAIWAN,TAIWAN,Cotton equivalents,350540,200
2016,ARGENTINA,BUENOS AIRES,AGROMALVA S R L,AGROMALVA S R L,COLOMBIA,COLOMBIA,Cotton equivalents,63223.52,44.12
2018,ARGENTINA,BUENOS AIRES,AGROMALVA S R L,AGROMALVA S R L,INDONESIA,INDONESIA,Cotton equivalents,67791.5,50
2017,ARGENTINA,BUENOS AIRES,AGROMALVA S R L,AGROMALVA S R L,VIETNAM,VIETNAM,Cotton equivalents,32571.86,22.73
2018,ARGENTINA,BUENOS AIRES,AGRONAT S A,AGRONAT S A,THAILAND,THAILAND,Cotton equivalents,18157.11,14.2
2018,ARGENTINA,BUENOS AIRES,AGRONAT S A,AGRONAT S A,VIETNAM,VIETNAM,Cotton equivalents,283566.5,175
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,600093.27,406.27
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,636672.77,497.06
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,55818.11,70.33
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,COLOMBIA,COLOMBIA,Cotton equivalents,36376,25
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,COLOMBIA,COLOMBIA,Cotton equivalents,457065.95,300.47
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,DOMINICA ISLAND,DOMINICA ISLAND,Cotton equivalents,38152.98,25.83
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Cotton equivalents,1063747.31,816.46
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,GERMANY,EUROPEAN UNION,Cotton equivalents,65917.54,46
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,GERMANY,EUROPEAN UNION,Cotton equivalents,63524.45,44.33
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,INDIA,INDIA,Cotton equivalents,86250.28,72.45
2015,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,INDIA,INDIA,Cotton equivalents,152089.07,191.63
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,INDONESIA,INDONESIA,Cotton equivalents,443231.27,307.72
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,INDONESIA,INDONESIA,Cotton equivalents,134425.74,91.26
2015,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,INDONESIA,INDONESIA,Cotton equivalents,496854.96,626.03
2016,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,INDONESIA,INDONESIA,Cotton equivalents,133448.85,123.5
2015,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,ITALY,EUROPEAN UNION,Cotton equivalents,80872.94,101.9
2015,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,MOROCCO,MOROCCO,Cotton equivalents,178428.4,224.82
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,PAKISTAN,PAKISTAN,Cotton equivalents,179762.99,226.5
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,PHILIPPINES,PHILIPPINES,Cotton equivalents,33240.96,25.13
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,806521.48,575.56
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,1017123.12,911.15
2015,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,218858.7,275.76
2016,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,548565.13,498.64
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,96482.87,65.32
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,101275.35,67.23
2013,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,TAIWAN,TAIWAN,Cotton equivalents,219994.42,166.82
2014,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,THAILAND,THAILAND,Cotton equivalents,278488.67,188.54
2015,ARGENTINA,BUENOS AIRES,ALFATRADE S.A.,ALFATRADE S.A.,THAILAND,THAILAND,Cotton equivalents,80341.19,101.23
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BANGLADESH,BANGLADESH,Cotton equivalents,430960.94,319.08
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,83750,50
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,577750.27,470.59
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,327337.57,217.19
2017,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,216326.38,125
2013,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,2177834.52,1390.3
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,2234876.2,2819.68
2015,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,125950,503.8
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,649148.6,443.79
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,1021066.01,700
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,COLOMBIA,COLOMBIA,Cotton equivalents,32451.71,23
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,GERMANY,EUROPEAN UNION,Cotton equivalents,428.17,0.4887
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDIA,INDIA,Cotton equivalents,280050.12,244.52
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDIA,INDIA,Cotton equivalents,123162.08,95.24
2013,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,624578.19,394.86
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,3764637.33,2823.16
2015,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,390398.5,296.37
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,1651830.08,1191.25
2017,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,907783.09,562.39
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,11770155.47,7229.96
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,ITALY,EUROPEAN UNION,Cotton equivalents,2491551.22,2173.28
2015,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,ITALY,EUROPEAN UNION,Cotton equivalents,421061.74,414.81
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,ITALY,EUROPEAN UNION,Cotton equivalents,129244.68,100
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,JAPAN,JAPAN,Cotton equivalents,118010.47,97.31
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,JAPAN,JAPAN,Cotton equivalents,778308.18,471.2
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,LESOTHO,LESOTHO,Cotton equivalents,584646.6,384.33
2013,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,MALAYSIA,MALAYSIA,Cotton equivalents,682002.77,424.21
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,MALAYSIA,MALAYSIA,Cotton equivalents,1108508.96,887.66
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,MALAYSIA,MALAYSIA,Cotton equivalents,374408.99,260.93
2017,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,MALAYSIA,MALAYSIA,Cotton equivalents,77810.7,48.02
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,MEXICO,MEXICO,Cotton equivalents,921302.32,600
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PAKISTAN,PAKISTAN,Cotton equivalents,14629520.9,9520.19
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PHILIPPINES,PHILIPPINES,Cotton equivalents,51492.4,48.66
2013,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,4349040.85,2801.48
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,8893901.89,6929.66999999999
2015,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,117208,123.64
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,6853743.45,5330.31
2017,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,342766.58,198.76
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,655868.51,450
2013,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,357697.25,227.51
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,564330.1,932.54
2013,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TAIWAN,TAIWAN,Cotton equivalents,238307.89,163.1
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TAIWAN,TAIWAN,Cotton equivalents,1242569.88,932.81
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TAIWAN,TAIWAN,Cotton equivalents,1015167.6,666.89
2013,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,THAILAND,THAILAND,Cotton equivalents,228934.92,147.62
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,THAILAND,THAILAND,Cotton equivalents,831099.5,618.63
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,THAILAND,THAILAND,Cotton equivalents,792495.34,546.36
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,THAILAND,THAILAND,Cotton equivalents,983458.67,602.63
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TURKEY,TURKEY,Cotton equivalents,962587.79,724.43
2015,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TURKEY,TURKEY,Cotton equivalents,283636.13,283.24
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TURKEY,TURKEY,Cotton equivalents,2984530.48,2025
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,700,1.1111111
2014,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,VIETNAM,VIETNAM,Cotton equivalents,1547334.88,1061.87
2016,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,VIETNAM,VIETNAM,Cotton equivalents,641323.32,486.14
2018,ARGENTINA,BUENOS AIRES,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,VIETNAM,VIETNAM,Cotton equivalents,4160445.5,2604.12
2018,ARGENTINA,BUENOS AIRES,ALGOSERVICIOS SA,ALGOSERVICIOS SA,INDONESIA,INDONESIA,Cotton equivalents,127338,76
2018,ARGENTINA,BUENOS AIRES,ALGOSERVICIOS SA,ALGOSERVICIOS SA,PAKISTAN,PAKISTAN,Cotton equivalents,1220312.44,815.25
2018,ARGENTINA,BUENOS AIRES,ALGOSERVICIOS SA,ALGOSERVICIOS SA,TAIWAN,TAIWAN,Cotton equivalents,314771.81,242
2018,ARGENTINA,BUENOS AIRES,ALGOSERVICIOS SA,ALGOSERVICIOS SA,TURKEY,TURKEY,Cotton equivalents,80390.79,51
2018,ARGENTINA,BUENOS AIRES,ALGOSERVICIOS SA,ALGOSERVICIOS SA,VIETNAM,VIETNAM,Cotton equivalents,86288.25,51.5
2018,ARGENTINA,BUENOS AIRES,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,PAKISTAN,PAKISTAN,Cotton equivalents,301251.48,207.04
2014,ARGENTINA,BUENOS AIRES,AURA HIDROSANITARIOS S A,AURA HIDROSANITARIOS S A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,201721.5,150
2014,ARGENTINA,BUENOS AIRES,AURA HIDROSANITARIOS S A,AURA HIDROSANITARIOS S A,INDONESIA,INDONESIA,Cotton equivalents,273875.73,200.37
2014,ARGENTINA,BUENOS AIRES,AURA HIDROSANITARIOS S A,AURA HIDROSANITARIOS S A,SINGAPORE,SINGAPORE,Cotton equivalents,678022.61,500.08
2014,ARGENTINA,BUENOS AIRES,AURA HIDROSANITARIOS S A,AURA HIDROSANITARIOS S A,THAILAND,THAILAND,Cotton equivalents,273342.67,199.98
2014,ARGENTINA,BUENOS AIRES,AURA HIDROSANITARIOS S A,AURA HIDROSANITARIOS S A,VIETNAM,VIETNAM,Cotton equivalents,165855.42,123.33
2014,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,BRAZIL,BRAZIL,Cotton equivalents,1519160.95,1110.19
2013,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,127736.73,89.14
2014,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,95021.57,66.31
2013,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,INDIA,INDIA,Cotton equivalents,35634.58,25.06
2014,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,INDONESIA,INDONESIA,Cotton equivalents,309478.48,219.34
2013,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,MALAYSIA,MALAYSIA,Cotton equivalents,30615.01,21.53
2013,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,NETHERLANDS,EUROPEAN UNION,Cotton equivalents,38504.46,26.87
2014,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,64687.53,44.19
2013,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,TAIWAN,TAIWAN,Cotton equivalents,33135.14,25.05
2013,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,THAILAND,THAILAND,Cotton equivalents,68510.51,48.18
2013,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,VIETNAM,VIETNAM,Cotton equivalents,274859.39,194.06
2014,ARGENTINA,BUENOS AIRES,BRASTEX SA.,BRASTEX SA.,VIETNAM,VIETNAM,Cotton equivalents,36596.25,25
2016,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,COLOMBIA,COLOMBIA,Cotton equivalents,57532.12,52.72
2017,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,COLOMBIA,COLOMBIA,Cotton equivalents,1273935.2,792.95
2016,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,INDIA,INDIA,Cotton equivalents,480356.08,386.71
2013,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,INDONESIA,INDONESIA,Cotton equivalents,587240,443.87
2014,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,INDONESIA,INDONESIA,Cotton equivalents,71786.18,48.6
2017,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,INDONESIA,INDONESIA,Cotton equivalents,769052.12,502.514774546495
2013,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,THAILAND,THAILAND,Cotton equivalents,268886.52,203.24
2014,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,THAILAND,THAILAND,Cotton equivalents,1133734.26,767.55
2016,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,TURKEY,TURKEY,Cotton equivalents,598097.54,419.18
2013,ARGENTINA,BUENOS AIRES,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,VIETNAM,VIETNAM,Cotton equivalents,961384.41,726.67
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,BANGLADESH,BANGLADESH,Cotton equivalents,124297.74,72.75
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,BELGIUM,EUROPEAN UNION,Cotton equivalents,250463.05,153.47
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,387717.73,275.06
2016,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,COLOMBIA,COLOMBIA,Cotton equivalents,212761.02,165.496142829651
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,COLOMBIA,COLOMBIA,Cotton equivalents,77879.08,52.94
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,COLOMBIA,COLOMBIA,Cotton equivalents,300021.13,199.53
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDIA,INDIA,Cotton equivalents,181124.88,191.06
2015,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDIA,INDIA,Cotton equivalents,203279.87,256.02
2016,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDIA,INDIA,Cotton equivalents,789197.49,610.09
2013,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDONESIA,INDONESIA,Cotton equivalents,215589.98,149.78
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDONESIA,INDONESIA,Cotton equivalents,2372538.63,1904.49
2015,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDONESIA,INDONESIA,Cotton equivalents,28167.12,25.56
2016,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDONESIA,INDONESIA,Cotton equivalents,789489.21,573.71
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDONESIA,INDONESIA,Cotton equivalents,1878345.91,1184.3
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,INDONESIA,INDONESIA,Cotton equivalents,4743048.76,2886.75
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,ITALY,EUROPEAN UNION,Cotton equivalents,84732.24,89.38
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,ITALY,EUROPEAN UNION,Cotton equivalents,249140.64,153.06
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,JAPAN,JAPAN,Cotton equivalents,105821.16,100.02
2016,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,LESOTHO,LESOTHO,Cotton equivalents,67256.4,49.2
2016,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,MALAYSIA,MALAYSIA,Cotton equivalents,100128.46,70.06
2013,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,NETHERLANDS,EUROPEAN UNION,Cotton equivalents,32959,23
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,PAKISTAN,PAKISTAN,Cotton equivalents,4079487.04,2597.93
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,PHILIPPINES,PHILIPPINES,Cotton equivalents,36722.81,22.51
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,PORTUGAL,EUROPEAN UNION,Cotton equivalents,247265.16,155.8
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,SINGAPORE,SINGAPORE,Cotton equivalents,75725.79,44.31
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,SPAIN,EUROPEAN UNION,Cotton equivalents,57657.52,50.2
2013,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,TAIWAN,TAIWAN,Cotton equivalents,2887429.63,2025.27417409181
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,TAIWAN,TAIWAN,Cotton equivalents,1823193.27,1610.33
