YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,SHRIMP_EQUIVALENT_TONNES
2017,ARGENTINA,EZEIZA,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,CANADA,CANADA,Shrimp equivalents,298.79,0.02992
2014,ARGENTINA,EZEIZA,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,254.8,0.0515428571428571
2015,ARGENTINA,EZEIZA,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,FRANCE,EUROPEAN UNION,Shrimp equivalents,76.32,0.0106
2014,ARGENTINA,EZEIZA,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,GERMANY,EUROPEAN UNION,Shrimp equivalents,97,0.0125
2017,ARGENTINA,EZEIZA,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,GERMANY,EUROPEAN UNION,Shrimp equivalents,155,0.05
2014,ARGENTINA,EZEIZA,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,UNITED STATES,UNITED STATES,Shrimp equivalents,140.01,0.0200014285714286
2017,ARGENTINA,EZEIZA,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,UNITED STATES,UNITED STATES,Shrimp equivalents,113.1,0.01131
2015,ARGENTINA,EZEIZA,FREE CUSTOMS S.A.,FREE CUSTOMS S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,52,0.004
2014,ARGENTINA,EZEIZA,FRIGORIFICO DEL SUD ESTE SA.,FRIGORIFICO DEL SUD ESTE SA.,BELGIUM,EUROPEAN UNION,Shrimp equivalents,342,0.036
2014,ARGENTINA,EZEIZA,FRIGORIFICO DEL SUD ESTE SA.,FRIGORIFICO DEL SUD ESTE SA.,CANADA,CANADA,Shrimp equivalents,87,0.008
2013,ARGENTINA,EZEIZA,FRIGORIFICO DEL SUD ESTE SA.,FRIGORIFICO DEL SUD ESTE SA.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,1225,0.108
2014,ARGENTINA,EZEIZA,FRIGORIFICO DEL SUD ESTE SA.,FRIGORIFICO DEL SUD ESTE SA.,UNITED STATES,UNITED STATES,Shrimp equivalents,76.99,0.00943
2017,ARGENTINA,EZEIZA,GUIGUS S A,GUIGUS S A,NORWAY,NORWAY,Shrimp equivalents,74,0.012
2013,ARGENTINA,EZEIZA,IBERPESCA S A,IBERPESCA S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,0.02,3.003003003003e-06
2017,ARGENTINA,EZEIZA,INSER S A,INSER S A,CANADA,CANADA,Shrimp equivalents,18.36,0.00204
2014,ARGENTINA,EZEIZA,INSER S A,INSER S A,CHILE,CHILE,Shrimp equivalents,206,0.08
2014,ARGENTINA,EZEIZA,INSER S A,INSER S A,FRANCE,EUROPEAN UNION,Shrimp equivalents,28.6,0.0052
2013,ARGENTINA,EZEIZA,INSER S A,INSER S A,PERU,PERU,Shrimp equivalents,132,0.024
2013,ARGENTINA,EZEIZA,INSER S A,INSER S A,UNITED STATES,UNITED STATES,Shrimp equivalents,56,0.008
2014,ARGENTINA,EZEIZA,INSER S A,INSER S A,UNITED STATES,UNITED STATES,Shrimp equivalents,35.86,0.00544
2014,ARGENTINA,EZEIZA,KALEU - KALEU SA,KALEU - KALEU SA,UNITED STATES,UNITED STATES,Shrimp equivalents,35.6,0.004
2014,ARGENTINA,EZEIZA,LANZAL S A,LANZAL S A,CANADA,CANADA,Shrimp equivalents,151.2,0.024
2013,ARGENTINA,EZEIZA,LUIS SOLIMENO E HIJOS S.A. X,LUIS SOLIMENO E HIJOS S.A. X,UNITED STATES,UNITED STATES,Shrimp equivalents,75.54,0.00944
2013,ARGENTINA,EZEIZA,MARISCOS DEL SUR S R L,MARISCOS DEL SUR S R L,UNITED STATES,UNITED STATES,Shrimp equivalents,175,0.022
2013,ARGENTINA,EZEIZA,NEDAR S.A.,NEDAR S.A.,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Shrimp equivalents,146,0.024
2014,ARGENTINA,EZEIZA,NEDAR S.A.,NEDAR S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,210.5,0.0235
2015,ARGENTINA,EZEIZA,NEWSAN SA.,NEWSAN SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,68,0.01
2013,ARGENTINA,EZEIZA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,COSTA RICA,COSTA RICA,Shrimp equivalents,140,0.02
2013,ARGENTINA,EZEIZA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,MEXICO,MEXICO,Shrimp equivalents,37.2,0.006
2013,ARGENTINA,EZEIZA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,UNITED STATES,UNITED STATES,Shrimp equivalents,360,0.06
2013,ARGENTINA,EZEIZA,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,JAPAN,JAPAN,Shrimp equivalents,76,0.012
2013,ARGENTINA,EZEIZA,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,PERU,PERU,Shrimp equivalents,63,0.0095
2014,ARGENTINA,EZEIZA,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,TAIWAN,TAIWAN,Shrimp equivalents,76.8,0.012
2013,ARGENTINA,EZEIZA,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,UNITED STATES,UNITED STATES,Shrimp equivalents,329.78,0.05118
2014,ARGENTINA,EZEIZA,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,UNITED STATES,UNITED STATES,Shrimp equivalents,135,0.0192857142857143
2014,ARGENTINA,EZEIZA,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Shrimp equivalents,20,0.012
2013,ARGENTINA,EZEIZA,PESQUERA SANTA CRUZ S.A.,PESQUERA SANTA CRUZ S.A.,CANADA,CANADA,Shrimp equivalents,104,0.016
2017,ARGENTINA,EZEIZA,PESQUERA SANTA CRUZ S.A.,PESQUERA SANTA CRUZ S.A.,NEW ZEALAND,NEW ZEALAND,Shrimp equivalents,69.4,0.01
2013,ARGENTINA,EZEIZA,PESQUERA SANTA CRUZ S.A.,PESQUERA SANTA CRUZ S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,1056,0.12
2013,ARGENTINA,EZEIZA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,ITALY,EUROPEAN UNION,Shrimp equivalents,28.5,0.003
2014,ARGENTINA,EZEIZA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,TAIWAN,TAIWAN,Shrimp equivalents,62,0.008
2014,ARGENTINA,EZEIZA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,UNITED STATES,UNITED STATES,Shrimp equivalents,16,0.002
2015,ARGENTINA,EZEIZA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,UNITED STATES,UNITED STATES,Shrimp equivalents,16,0.002
2017,ARGENTINA,EZEIZA,SUPERMERCADOS NORTE SA.,SUPERMERCADOS NORTE SA.,PERU,PERU,Shrimp equivalents,28466.4,2.088
2013,ARGENTINA,EZEIZA,SUR TRADE SA,SUR TRADE SA,THAILAND,THAILAND,Shrimp equivalents,40,0.02
2015,ARGENTINA,EZEIZA,UNKNOWN,UNKNOWN,AUSTRALIA,AUSTRALIA,Shrimp equivalents,52,0.0052
2014,ARGENTINA,EZEIZA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Shrimp equivalents,247.01,0.03062
2015,ARGENTINA,EZEIZA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Shrimp equivalents,66.4,0.010183574879227
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,3080400,456
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,JAPAN,JAPAN,Shrimp equivalents,3045641.18,437.856
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,450360,86.4
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,4935235.38,724.402827692308
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,TAIWAN,TAIWAN,Shrimp equivalents,168000,48
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,THAILAND,THAILAND,Shrimp equivalents,141780,20.4
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,UNITED STATES,UNITED STATES,Shrimp equivalents,150520.09,20.004
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,AGROPEZ SA,AGROPEZ SA,VIETNAM,VIETNAM,Shrimp equivalents,1322499.36,190.008
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,419402.41,65.1207729468599
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,126720,18
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1122936,136.56
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,17208329.59,2410.43140096618
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,4908800,744
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,DENMARK,EUROPEAN UNION,Shrimp equivalents,199200,24
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,GREECE,EUROPEAN UNION,Shrimp equivalents,168000,24
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,ITALY,EUROPEAN UNION,Shrimp equivalents,583200,77.3142857142857
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,ITALY,EUROPEAN UNION,Shrimp equivalents,459600,48
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,JAPAN,JAPAN,Shrimp equivalents,681408,97.344
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,JAPAN,JAPAN,Shrimp equivalents,8109517.2,1309.91477938808
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,JAPAN,JAPAN,Shrimp equivalents,4058858.36,579.552
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,207000,24
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,169800,24
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,183600,21.6
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,1117224,166.863768115942
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,912291,130.032
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,2570002.44,384.384
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,10394343.2,1537.548
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,5808109.29,912.912
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,13818395.01,2016.41117384615
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,TAIWAN,TAIWAN,Shrimp equivalents,179820,22.2
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,TAIWAN,TAIWAN,Shrimp equivalents,347868,48
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,TAIWAN,TAIWAN,Shrimp equivalents,1244520,285.6
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,THAILAND,THAILAND,Shrimp equivalents,345600,43.2
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,UNITED STATES,UNITED STATES,Shrimp equivalents,3514467.45,480.096
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,URUGUAY,URUGUAY,Shrimp equivalents,62169253,8464.512
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,VIETNAM,VIETNAM,Shrimp equivalents,2407320,301.817142857143
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,VIETNAM,VIETNAM,Shrimp equivalents,3090894,447.525603864734
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,CONARPESA CONTINENTAL ARMADORES DE PESCA SA.,VIETNAM,VIETNAM,Shrimp equivalents,957600,144
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,DROGUERIA COMARSA S.A.,DROGUERIA COMARSA S.A.,URUGUAY,URUGUAY,Shrimp equivalents,2054962.8,335.04
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,LAKERS CORP.SA.,LAKERS CORP.SA.,URUGUAY,URUGUAY,Shrimp equivalents,3381251.7,553.437
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,BELGIUM,EUROPEAN UNION,Shrimp equivalents,491606.4,68.82
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,196392,32.4
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1225267.2,177.473142857143
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,982208.41,155.091787439614
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,ITALY,EUROPEAN UNION,Shrimp equivalents,470904,72.18
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,ITALY,EUROPEAN UNION,Shrimp equivalents,574800,90.204
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,JAPAN,JAPAN,Shrimp equivalents,1234587,207.462956521739
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,JAPAN,JAPAN,Shrimp equivalents,227577.6,42.144
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,171180,27.5652173913043
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,273774,45.552
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,277207.2,49.56
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,810528,127.758473429952
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,THAILAND,THAILAND,Shrimp equivalents,112200,20.4
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,172713.59,22.992
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,URUGUAY,URUGUAY,Shrimp equivalents,400736.4,65.592
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,VIETNAM,VIETNAM,Shrimp equivalents,470640,66.6
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,MARITIMA MONACHESI S A,MARITIMA MONACHESI S A,VIETNAM,VIETNAM,Shrimp equivalents,192300,30.9661835748792
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,NEDAR S.A.,NEDAR S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,825889.2,113.695714285714
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,NEDAR S.A.,NEDAR S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,337800,54.3961352657005
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,NEDAR S.A.,NEDAR S.A.,JAPAN,JAPAN,Shrimp equivalents,384000,48
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,NEDAR S.A.,NEDAR S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,277774.2,45.996
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,NEDAR S.A.,NEDAR S.A.,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,210198,30.0282857142857
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,NEDAR S.A.,NEDAR S.A.,URUGUAY,URUGUAY,Shrimp equivalents,559036.8,90.12
2014,ARGENTINA,GENERAL DEHEZA DOMICILIA,NEDAR S.A.,NEDAR S.A.,VIETNAM,VIETNAM,Shrimp equivalents,777300,103.071428571429
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,BELGIUM,EUROPEAN UNION,Shrimp equivalents,168456,24.24
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,CANADA,CANADA,Shrimp equivalents,140930,20.1
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,5776391.2,802.272309178744
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1657938,236.993538461538
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,ITALY,EUROPEAN UNION,Shrimp equivalents,981972,130.8
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,ITALY,EUROPEAN UNION,Shrimp equivalents,274197,46.056
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Shrimp equivalents,2482761,401.572
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Shrimp equivalents,3224694,469.336615384615
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,MALAYSIA,MALAYSIA,Shrimp equivalents,177600,28.5990338164251
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,PERU,PERU,Shrimp equivalents,279244.82,42.9607415384616
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,138438,23.04
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,455130,66.6276923076923
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Shrimp equivalents,919225.2,144.144
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Shrimp equivalents,5165353.36,804.177136923077
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,TAIWAN,TAIWAN,Shrimp equivalents,177600,28.5990338164251
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,172509.59,22.992
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Shrimp equivalents,248004.84,30.818
2015,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,VIETNAM,VIETNAM,Shrimp equivalents,3384344,459.6
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,UNKNOWN,UNKNOWN,VIETNAM,VIETNAM,Shrimp equivalents,2734800,408
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,VEPEZ S A,VEPEZ S A,CHILE,CHILE,Shrimp equivalents,2594104.63,404.28
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,VEPEZ S A,VEPEZ S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,281381.77,49.986
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,VEPEZ S A,VEPEZ S A,PERU,PERU,Shrimp equivalents,2657223.76,413.928
2017,ARGENTINA,GENERAL DEHEZA DOMICILIA,VEPEZ S A,VEPEZ S A,UNITED STATES,UNITED STATES,Shrimp equivalents,146484.8,19.59552
2013,ARGENTINA,GENERAL DEHEZA DOMICILIA,VILLA NUEVA S.A.,VILLA NUEVA S.A.,URUGUAY,URUGUAY,Shrimp equivalents,980313.45,144.144
2014,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,252960,44.16
2015,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,54420,10.176
2014,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,282000,48
2013,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,GERMANY,EUROPEAN UNION,Shrimp equivalents,192,0.03
2014,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,GERMANY,EUROPEAN UNION,Shrimp equivalents,23475,14.6
2013,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,JAPAN,JAPAN,Shrimp equivalents,1620,0.24
2014,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,JAPAN,JAPAN,Shrimp equivalents,5820,1.08
2013,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,2677.2,0.712
2015,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,91260,14.04
2015,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,1095974,182.072
2014,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,THAILAND,THAILAND,Shrimp equivalents,207563.4,39.186
2015,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,THAILAND,THAILAND,Shrimp equivalents,53629.6,10.028
2013,ARGENTINA,MAR DEL PLATA,14 DE JULIO S A,14 DE JULIO S A,UNITED STATES,UNITED STATES,Shrimp equivalents,1348656.36,225.30672
